Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 560,Region 5,District 13,Instrument 2,4795,3887,4227,4683,3865,4847,5185,4970,5094,5473,7170,5534,59730,4977.5,4908.5,7170,3865,12909,13395,15249,18177,4303,4465,5083,6059,26304,33426,4384,5467.57,131,5796,1
Hospital 560,Region 5,District 18,Instrument 3,0,0,0,0,0,0,0,134,64,147,54,331,730,60.83,0,331,0,0,0,198,532,0,0,66,177.33,0,730,0,104.29,94,2192,1
Hospital 560,Region 5,District 20,Instrument 2,0,684,0,824,0,647,0,681,0,745,0,633,4214,351.17,316.5,824,0,684,1471,681,1378,228,490.33,227,459.33,2155,2059,359.17,386.57,189,6852,1
Hospital 560,Region 5,District 20,Instrument 3,16,351,16,2052,16,247,16,276,16,152,16,233,3407,283.92,84,2052,16,383,2315,308,401,127.67,771.67,102.67,133.67,2698,709,449.67,136.57,189,552,1
Hospital 560,Region 5,District 34,Instrument 2,1582,1845,320,1386,1301,1248,1605,1699,489,-3,0,0,11472,956,1274.5,1845,-3,3747,3935,3793,-3,1249,1311.67,1264.33,-1,7682,3790,1280.33,719.71,24,4056,1
Hospital 560,Region 5,District 34,Instrument 3,30,30,30,30,30,30,30,30,-14,0,0,0,226,18.83,30,30,-14,90,90,46,0,30,30,15.33,0,180,46,30,10.86,24,2667,1
Hospital 560,Region 5,District 34,Instrument 4,413,459,577,552,538,506,492,499,0,0,0,0,4036,336.33,475.5,577,0,1449,1596,991,0,483,532,330.33,0,3045,991,507.5,213.86,24,2754,1
Hospital 560,Region 5,District 8,Instrument 2,0,0,0,0,0,0,0,0,0,0,0,85,85,7.08,0,85,0,0,0,0,85,0,0,0,28.33,0,85,0,12.14,72,2811,1
Hospital 561,Region 5,District 29,Instrument 5,27589,4074,4455,25701,25917,25783,151871,24025,44198,73923,47202,47871,502609,41884.08,26753,151871,4074,36118,77401,220094,168996,12039.33,25800.33,73364.67,56332,113519,389090,18919.83,59267.57,472,76933,1
Hospital 562,Region 1,District 12,Instrument 2,0,0,0,0,0,0,0,1428,2933,4324,1953,1773,12411,1034.25,0,4324,0,0,0,4361,8050,0,0,1453.67,2683.33,0,12411,0,1773,249,14001,1
Hospital 562,Region 1,District 41,Instrument 2,4534,4539,5580,5337,4342,5045,5389,4035,4414,4076,5621,4026,56938,4744.83,4536.5,5621,4026,14653,14724,13838,13723,4884.33,4908,4612.67,4574.33,29377,27561,4896.17,4658,191.5,60024,1
Hospital 562,Region 1,District 41,Instrument 3,1686,1674,1679,1762,2035,1731,1710,1771,1691,1798,1552,1739,20828,1735.67,1720.5,2035,1552,5039,5528,5172,5089,1679.67,1842.67,1724,1696.33,10567,10261,1761.17,1713.14,191.5,7890,1
Hospital 562,Region 1,District 41,Instrument 5,0,0,0,0,0,0,0,28,12,18,18,19,95,7.92,0,28,0,0,0,40,55,0,0,13.33,18.33,0,95,0,13.57,191.5,24000,1
Hospital 563,Region 2,District 13,Instrument 2,12545,13786,10006,8408,9479,9167,9611,9928,9914,9521,8607,10494,121466,10122.17,9762.5,13786,8408,36337,27054,29453,28622,12112.33,9018,9817.67,9540.67,63391,58075,10565.17,9606,134,31644,1
Hospital 563,Region 2,District 13,Instrument 3,2241,2100,1501,1235,61,29,40,32,34,56,34,32,7395,616.25,48,2241,29,5842,1325,106,122,1947.33,441.67,35.33,40.67,7167,228,1194.5,36.71,134,600,1
Hospital 563,Region 2,District 20,Instrument 2,682,2748,552,2228,536,1261,620,1684,504,1031,630,1395,13871,1155.92,856.5,2748,504,3982,4025,2808,3056,1327.33,1341.67,936,1018.67,8007,5864,1334.5,1017.86,115,839,1
Hospital 563,Region 2,District 39,Instrument 2,4744,4474,4436,4330,4414,4477,4505,4689,4258,4290,4746,5045,54408,4534,4475.5,5045,4258,13654,13221,13452,14081,4551.33,4407,4484,4693.67,26875,27533,4479.17,4572.86,81,3123,1
Hospital 564,Region 1,District 28,Instrument 2,14270,9064,9965,12412,13399,15447,13252,12627,12139,14389,13713,13491,154168,12847.33,13325.5,15447,9064,33299,41258,38018,41593,11099.67,13752.67,12672.67,13864.33,74557,79611,12426.17,13579.71,430,64876,1
Hospital 564,Region 1,District 28,Instrument 3,256,271,293,222,297,219,221,828,834,338,1792,1411,6982,581.83,295,1792,219,820,738,1883,3541,273.33,246,627.67,1180.33,1558,5424,259.67,806.14,430,23301,1
Hospital 564,Region 1,District 28,Instrument 7,0,0,0,0,0,0,0,874,246,246,0,246,1612,134.33,0,874,0,0,0,1120,492,0,0,373.33,164,0,1612,0,230.29,430,12192,1
Hospital 564,Region 1,District 41,Instrument 2,1008,1008,1949,1095,1229,1209,1603,1580,1268,1401,1763,1128,16241,1353.42,1248.5,1949,1008,3965,3533,4451,4292,1321.67,1177.67,1483.67,1430.67,7498,8743,1249.67,1421.71,483,17388,1
Hospital 564,Region 1,District 41,Instrument 3,1104,1104,1168,2403,4856,3310,3434,2352,1856,1735,2551,2779,28652,2387.67,2377.5,4856,1104,3376,10569,7642,7065,1125.33,3523,2547.33,2355,13945,14707,2324.17,2573.86,483,14970,1
Hospital 567,Region 5,District 29,Instrument 8,0,0,0,0,0,0,0,2582,0,0,0,0,2582,215.17,0,2582,0,0,0,2582,0,0,0,860.67,0,0,2582,0,368.86,4744,39000,1
Hospital 568,Region 1,District 13,Instrument 2,27615,26470,21580,25700,20874,17563,18601,15785,11991,19570,20196,15833,241778,20148.17,19883,27615,11991,75665,64137,46377,55599,25221.67,21379,15459,18533,139802,101976,23300.33,17077,2171,230340,1
Hospital 568,Region 1,District 13,Instrument 5,34,34,34,34,34,34,34,34,34,34,34,1940,2314,192.83,34,1940,34,102,102,102,2008,34,34,34,669.33,204,2110,34,306.29,2171,91441,1
Hospital 568,Region 1,District 18,Instrument 5,0,1,2,21,12,14,7,17,12,19,15,28,148,12.33,13,28,0,3,47,36,62,1,15.67,12,20.67,50,98,8.33,16,972,6643,1
Hospital 568,Region 1,District 18,Instrument 7,4468,4410,4465,6981,8891,6374,6378,6377,6373,6275,34117,6866,101975,8497.92,6375.5,34117,4410,13343,22246,19128,47258,4447.67,7415.33,6376,15752.67,35589,66386,5931.5,10394.29,972,73341,1
Hospital 568,Region 1,District 20,Instrument 2,3350,2587,3867,2148,4926,949,3488,732,4276,1400,4259,666,32648,2720.67,2968.5,4926,666,9804,8023,8496,6325,3268,2674.33,2832,2108.33,17827,14821,2971.17,2252.86,118,17580,1
Hospital 568,Region 1,District 20,Instrument 3,3292,1383,3297,655,4763,657,3501,525,3377,367,3322,341,25480,2123.33,2337.5,4763,341,7972,6075,7403,4030,2657.33,2025,2467.67,1343.33,14047,11433,2341.17,1727.14,118,36720,1
Hospital 568,Region 1,District 32,Instrument 2,1470,813,757,-30,810,662,401,749,646,538,673,533,8022,668.5,667.5,1470,-30,3040,1442,1796,1744,1013.33,480.67,598.67,581.33,4482,3540,747,600.29,18,4980,1
Hospital 568,Region 1,District 32,Instrument 3,211,183,227,138,283,153,145,180,168,167,168,167,2190,182.5,168,283,138,621,574,493,502,207,191.33,164.33,167.33,1195,995,199.17,164,18,438,1
Hospital 568,Region 1,District 41,Instrument 2,18549,19075,17700,8646,17800,19313,24031,21679,22775,-32250,45797,12419,195534,16294.5,18812,45797,-32250,55324,45759,68485,25966,18441.33,15253,22828.33,8655.33,101083,94451,16847.17,16252,1570,206135,1
Hospital 568,Region 1,District 41,Instrument 3,11686,11686,11725,11110,11516,11432,10579,11296,13487,15472,11510,11662,143161,11930.08,11589,15472,10579,35097,34058,35362,38644,11699,11352.67,11787.33,12881.33,69155,74006,11525.83,12205.43,1570,69358,1
Hospital 568,Region 1,District 8,Instrument 2,851,842,823,734,751,856,739,676,736,802,847,788,9445,787.08,795,856,676,2516,2341,2151,2437,838.67,780.33,717,812.33,4857,4588,809.5,777.71,43,16500,1
Hospital 57,Region 1,District 13,Instrument 2,1489,1815,1210,1510,3129,2686,2836,2823,2462,2258,2449,3857,28524,2377,2455.5,3857,1210,4514,7325,8121,8564,1504.67,2441.67,2707,2854.67,11839,16685,1973.17,2767.29,411,51924,1
Hospital 57,Region 1,District 13,Instrument 5,611,437,496,586,572,621,585,533,503,516,516,538,6514,542.83,535.5,621,437,1544,1779,1621,1570,514.67,593,540.33,523.33,3323,3191,553.83,544.57,411,11581,1
Hospital 57,Region 1,District 20,Instrument 2,0,2045,0,1528,0,2152,0,1947,0,1893,0,1695,11260,938.33,764,2152,0,2045,3680,1947,3588,681.67,1226.67,649,1196,5725,5535,954.17,1098.14,318,38304,1
Hospital 57,Region 1,District 20,Instrument 3,0,2073,0,2567,0,2112,0,2727,0,1756,0,2727,13962,1163.5,878,2727,0,2073,4679,2727,4483,691,1559.67,909,1494.33,6752,7210,1125.33,1331.71,318,9258,1
Hospital 573,Region 3,District 20,Instrument 2,-5173,75,3247,0,3602,0,4315,8,1180,0,-4426,93,2921,243.42,41.5,4315,-5173,-1851,3602,5503,-4333,-617,1200.67,1834.33,-1444.33,1751,1170,291.83,167.14,550,252,1
Hospital 573,Region 3,District 41,Instrument 2,313,361,366,352,344,308,310,305,301,-571,323,329,3041,253.42,318,366,-571,1040,1004,916,81,346.67,334.67,305.33,27,2044,997,340.67,186.43,11,360,1
Hospital 573,Region 3,District 41,Instrument 3,794,794,638,626,636,1537,617,576,646,557,555,556,8532,711,631,1537,555,2226,2799,1839,1668,742,933,613,556,5025,3507,837.5,720.57,11,5010,1
Hospital 574,Region 1,District 13,Instrument 2,340,520,450,471,462,1836,1989,2079,2056,2154,2139,1410,15906,1325.5,1623,2154,340,1310,2769,6124,5703,436.67,923,2041.33,1901,4079,11827,679.83,1951.86,329,252,1
Hospital 574,Region 1,District 13,Instrument 3,562,395,394,401,362,276,330,133,49,116,250,355,3623,301.92,342.5,562,49,1351,1039,512,721,450.33,346.33,170.67,240.33,2390,1233,398.33,215.57,329,13055,1
Hospital 574,Region 1,District 34,Instrument 2,281,131,366,363,607,205,229,236,793,660,1008,1340,6219,518.25,364.5,1340,131,778,1175,1258,3008,259.33,391.67,419.33,1002.67,1953,4266,325.5,638.71,15,180,1
Hospital 574,Region 1,District 34,Instrument 3,79,61,61,61,61,61,61,61,61,61,61,61,750,62.5,61,79,61,201,183,183,183,67,61,61,61,384,366,64,61,15,914,1
Hospital 575,Region 3,District 13,Instrument 2,14174,14009,14043,14370,14584,15494,15765,15517,15336,15413,15480,15328,179513,14959.42,15332,15765,14009,42226,44448,46618,46221,14075.33,14816,15539.33,15407,86674,92839,14445.67,15476.14,2400,25251,1
Hospital 575,Region 3,District 20,Instrument 2,7531,2303,7238,2513,2272,2523,4673,2095,132,434,129,480,32323,2693.58,2287.5,7531,129,17072,7308,6900,1043,5690.67,2436,2300,347.67,24380,7943,4063.33,1495.14,181,39785,1
Hospital 575,Region 3,District 20,Instrument 3,34,167,73,167,26,311,28,153,24,187,24,211,1405,117.08,113,311,24,274,504,205,422,91.33,168,68.33,140.67,778,627,129.67,134,181,11892,1
Hospital 575,Region 3,District 20,Instrument 7,0,0,0,0,0,0,0,1984,0,0,0,102,2086,173.83,0,1984,0,0,0,1984,102,0,0,661.33,34,0,2086,0,298,181,25200,1
Hospital 577,Region 5,District 37,Instrument 2,2932,2697,3208,2993,2961,2608,2819,3576,3058,2526,2295,2242,33915,2826.25,2875.5,3576,2242,8837,8562,9453,7063,2945.67,2854,3151,2354.33,17399,16516,2899.83,2732,1321,105660,1
Hospital 578,Region 1,District 28,Instrument 2,470,428,426,425,629,496,576,525,424,458,447,644,5948,495.67,464,644,424,1324,1550,1525,1549,441.33,516.67,508.33,516.33,2874,3074,479,510,40,14058,1
Hospital 578,Region 1,District 28,Instrument 5,0,0,0,0,190,134,192,187,168,169,175,0,1215,101.25,151,192,0,0,324,547,344,0,108,182.33,114.67,324,891,54,146.43,40,5667,1
Hospital 580,Region 3,District 13,Instrument 3,15300,13737,13339,18592,13284,2631,1851,1479,4144,7555,1408,2706,96026,8002.17,5849.5,18592,1408,42376,34507,7474,11669,14125.33,11502.33,2491.33,3889.67,76883,19143,12813.83,3110.57,49699.5,12096,1
Hospital 580,Region 3,District 13,Instrument 5,35686,36571,31667,35579,30374,42845,41308,53069,38647,31485,35754,39949,452934,37744.5,36162.5,53069,30374,103924,108798,133024,107188,34641.33,36266,44341.33,35729.33,212722,240212,35453.67,40436.71,49699.5,955940,1
Hospital 580,Region 3,District 15,Instrument 2,219,111,135,52,722,-1263,627,675,672,634,697,788,4069,339.08,630.5,788,-1263,465,-489,1974,2119,155,-163,658,706.33,-24,4093,-4,404.29,24,1200,1
Hospital 580,Region 3,District 17,Instrument 2,6092,5224,3403,5228,2392,5203,4146,4085,4079,4090,4277,4428,52647,4387.25,4211.5,6092,2392,14719,12823,12310,12795,4906.33,4274.33,4103.33,4265,27542,25105,4590.33,4329.71,195,77297,1
Hospital 580,Region 3,District 17,Instrument 3,136,133,133,129,2988,0,0,0,0,0,0,0,3519,293.25,0,2988,0,402,3117,0,0,134,1039,0,0,3519,0,586.5,0,195,2013,1
Hospital 580,Region 3,District 20,Instrument 2,4069,1807,3305,57,7569,48,4286,34,5230,34,5296,42,31777,2648.08,2556,7569,34,9181,7674,9550,5372,3060.33,2558,3183.33,1790.67,16855,14922,2809.17,2138.57,582.5,127677,1
Hospital 580,Region 3,District 20,Instrument 3,4281,1872,4288,719,9595,678,5923,638,5234,663,4674,901,39466,3288.83,3076.5,9595,638,10441,10992,11795,6238,3480.33,3664,3931.67,2079.33,21433,18033,3572.17,2673,582.5,32801,1
Hospital 580,Region 3,District 34,Instrument 2,1205,1620,1593,1667,1718,1318,1334,1332,1781,2108,1791,1572,19039,1586.58,1606.5,2108,1205,4418,4703,4447,5471,1472.67,1567.67,1482.33,1823.67,9121,9918,1520.17,1605.14,199,7542,1
Hospital 580,Region 3,District 34,Instrument 3,470,480,450,470,445,459,466,469,484,479,481,507,5660,471.67,470,507,445,1400,1374,1419,1467,466.67,458,473,489,2774,2886,462.33,477.86,199,10094,1
Hospital 580,Region 3,District 34,Instrument 4,260,256,222,249,187,188,267,302,0,0,0,0,1931,160.92,205,302,0,738,624,569,0,246,208,189.67,0,1362,569,227,108.14,199,121,1
Hospital 580,Region 3,District 34,Instrument 5,130,112,105,134,158,120,155,114,125,140,133,144,1570,130.83,131.5,158,105,347,412,394,417,115.67,137.33,131.33,139,759,811,126.5,133,199,510,1
Hospital 580,Region 3,District 39,Instrument 2,2214,2402,2102,2218,2234,1961,2219,2246,2556,2372,2425,2637,27586,2298.83,2240,2637,1961,6718,6413,7021,7434,2239.33,2137.67,2340.33,2478,13131,14455,2188.5,2345.14,122.5,1599,1
Hospital 580,Region 3,District 4,Instrument 2,1820,1981,1818,1831,2162,2647,1460,1464,1755,1506,2074,1606,22124,1843.67,1819,2647,1460,5619,6640,4679,5186,1873,2213.33,1559.67,1728.67,12259,9865,2043.17,1787.43,23.5,8820,1
Hospital 581,Region 2,District 13,Instrument 2,3020,1417,1312,1870,1789,13200,9021,10095,18473,6570,14570,4570,85907,7158.92,5570,18473,1312,5749,16859,37589,25710,1916.33,5619.67,12529.67,8570,22608,63299,3768,10928.43,157,17276,1
Hospital 581,Region 2,District 13,Instrument 3,1167,1127,1093,1488,1216,5946,11549,7663,3955,3357,2765,5011,46337,3861.42,3061,11549,1093,3387,8650,23167,11133,1129,2883.33,7722.33,3711,12037,34300,2006.17,5749.43,157,14040,1
Hospital 581,Region 2,District 20,Instrument 2,0,3492,0,3237,0,4208,0,3410,0,3569,0,3614,21530,1794.17,1618.5,4208,0,3492,7445,3410,7183,1164,2481.67,1136.67,2394.33,10937,10593,1822.83,2114.43,30,37740,1
Hospital 581,Region 2,District 20,Instrument 3,0,2349,0,2127,0,2550,0,1685,0,1551,0,1759,12021,1001.75,775.5,2550,0,2349,4677,1685,3310,783,1559,561.67,1103.33,7026,4995,1171,1077.86,30,6450,1
Hospital 582,Region 3,District 13,Instrument 2,67393,70678,73287,72694,67548,73739,75132,74734,49917,72256,200496,88059,985933,82161.08,72990.5,200496,49917,211358,213981,199783,360811,70452.67,71327,66594.33,120270.33,425339,560594,70889.83,90619,9402,1364539,1
Hospital 582,Region 3,District 13,Instrument 3,4402,3869,4985,3815,3628,18135,32940,23760,9643,11929,12069,16384,145559,12129.92,10786,32940,3628,13256,25578,66343,40382,4418.67,8526,22114.33,13460.67,38834,106725,6472.33,17837.14,9402,727212,1
Hospital 582,Region 3,District 13,Instrument 4,17497,16477,16428,16791,14324,0,0,0,0,0,0,0,81517,6793.08,0,17497,0,50402,31115,0,0,16800.67,10371.67,0,0,81517,0,13586.17,0,9402,67260,1
Hospital 582,Region 3,District 13,Instrument 5,42999,42741,41576,45133,42703,44098,43248,43582,41854,43555,43094,39753,514336,42861.33,43046.5,45133,39753,127316,131934,128684,126402,42438.67,43978,42894.67,42134,259250,255086,43208.33,42740.57,9402,19080,1
Hospital 582,Region 3,District 17,Instrument 2,2052,1984,2109,1894,1981,2108,2088,1698,1586,1688,1608,1767,22563,1880.25,1937.5,2109,1586,6145,5983,5372,5063,2048.33,1994.33,1790.67,1687.67,12128,10435,2021.33,1791.86,388,27909,1
Hospital 582,Region 3,District 20,Instrument 2,3859,3399,4817,2504,3566,1619,3063,1725,1457,1688,1640,1752,31089,2590.75,2128,4817,1457,12075,7689,6245,5080,4025,2563,2081.67,1693.33,19764,11325,3294,1849.14,88,58260,1
Hospital 582,Region 3,District 20,Instrument 3,3206,2485,4047,6069,5976,2199,1358,10290,3402,1752,1390,1434,43608,3634,2845.5,10290,1358,9738,14244,15050,4576,3246,4748,5016.67,1525.33,23982,19626,3997,3117.86,88,59640,1
Hospital 582,Region 3,District 20,Instrument 7,761,529,763,339,830,303,861,304,873,275,877,293,7008,584,645,877,275,2053,1472,2038,1445,684.33,490.67,679.33,481.67,3525,3483,587.5,540.86,88,6000,1
Hospital 582,Region 3,District 34,Instrument 2,72,135,72,69,84,81,77,69,-2,78,80,220,1035,86.25,77.5,220,-2,279,234,144,378,93,78,48,126,513,522,85.5,86.14,39,804,1
Hospital 582,Region 3,District 34,Instrument 3,13,15,11,12,9,9,9,9,9,9,9,9,123,10.25,9,15,9,39,30,27,27,13,10,9,9,69,54,11.5,9,39,432,1
Hospital 582,Region 3,District 41,Instrument 2,636,636,289,578,459,595,648,636,516,681,1469,2046,9189,765.75,636,2046,289,1561,1632,1800,4196,520.33,544,600,1398.67,3193,5996,532.17,941.57,163,60072,1
Hospital 582,Region 3,District 41,Instrument 3,1182,1182,934,934,925,897,1018,953,1046,1006,2582,2983,15642,1303.5,1012,2983,897,3298,2756,3017,6571,1099.33,918.67,1005.67,2190.33,6054,9588,1009,1497.86,163,95916,1
Hospital 582,Region 3,District 41,Instrument 5,0,0,0,0,0,0,24,8,8,51,51,386,528,44,4,386,0,0,0,40,488,0,0,13.33,162.67,0,528,0,75.43,163,33390,1
Hospital 582,Region 3,District 8,Instrument 2,714,689,766,156,388,548,720,643,540,588,655,676,7083,590.25,649,766,156,2169,1092,1903,1919,723,364,634.33,639.67,3261,3822,543.5,624.29,57,16538,1
Hospital 583,Region 2,District 13,Instrument 2,5229,5316,4788,6056,4325,8110,6701,6964,5631,5987,6180,4865,70152,5846,5809,8110,4325,15333,18491,19296,17032,5111,6163.67,6432,5677.33,33824,36328,5637.33,6348.29,66,71452,1
Hospital 583,Region 2,District 13,Instrument 3,274,226,272,280,258,1311,776,1222,1413,1153,1283,2164,10632,886,964.5,2164,226,772,1849,3411,4600,257.33,616.33,1137,1533.33,2621,8011,436.83,1331.71,66,7140,1
Hospital 583,Region 2,District 13,Instrument 4,3172,1117,3271,3087,1990,0,0,0,0,0,0,0,12637,1053.08,0,3271,0,7560,5077,0,0,2520,1692.33,0,0,12637,0,2106.17,0,66,3000,1
Hospital 583,Region 2,District 20,Instrument 2,1393,39,1612,4,2680,4,2496,13,2623,13,1383,4,12264,1022,711,2680,4,3044,2688,5132,1400,1014.67,896,1710.67,466.67,5732,6532,955.33,933.71,18,3310,1
Hospital 583,Region 2,District 20,Instrument 3,1172,0,1351,0,1143,0,1030,0,1065,0,975,0,6736,561.33,487.5,1351,0,2523,1143,2095,975,841,381,698.33,325,3666,3070,611,438.57,18,11001,1
Hospital 583,Region 2,District 28,Instrument 2,1177,1515,929,4545,3275,3087,3285,3083,3242,3573,3533,10027,41271,3439.25,3258.5,10027,929,3621,10907,9610,17133,1207,3635.67,3203.33,5711,14528,26743,2421.33,4261.43,453,105300,1
Hospital 583,Region 2,District 28,Instrument 3,272,304,734,1652,1416,1657,2389,1404,1562,1436,1617,285,14728,1227.33,1426,2389,272,1310,4725,5355,3338,436.67,1575,1785,1112.67,6035,8693,1005.83,1478.57,453,15645,1
Hospital 583,Region 2,District 28,Instrument 7,0,129,95,95,95,1368,627,2069,1811,1219,0,1219,8727,727.25,378,2069,0,224,1558,4507,2438,74.67,519.33,1502.33,812.67,1782,6945,297,1187.57,453,20739,1
Hospital 583,Region 2,District 28,Instrument 8,459,444,480,454,492,588,542,540,552,554,563,604,6272,522.67,541,604,444,1383,1534,1634,1721,461,511.33,544.67,573.67,2917,3355,486.17,563.29,453,863,1
Hospital 584,Region 5,District 20,Instrument 2,0,965,0,553,0,592,0,633,0,728,0,577,4048,337.33,276.5,965,0,965,1145,633,1305,321.67,381.67,211,435,2110,1938,351.67,361.43,18,804,1
Hospital 585,Region 5,District 13,Instrument 2,10365,13383,11791,10109,8883,9482,11117,11561,10273,8378,10151,10647,126140,10511.67,10319,13383,8378,35539,28474,32951,29176,11846.33,9491.33,10983.67,9725.33,64013,62127,10668.83,10229.86,69,133584,1
Hospital 585,Region 5,District 13,Instrument 3,97,96,96,96,108,241,251,136,372,820,91,164,2568,214,122,820,91,289,445,759,1075,96.33,148.33,253,358.33,734,1834,122.33,296.43,69,59262,1
Hospital 585,Region 5,District 13,Instrument 4,608,833,277,699,255,0,0,0,0,0,0,0,2672,222.67,0,833,0,1718,954,0,0,572.67,318,0,0,2672,0,445.33,0,69,6480,1
Hospital 585,Region 5,District 20,Instrument 2,0,3141,0,3267,0,3248,0,3038,0,3089,0,3066,18849,1570.75,1519,3267,0,3141,6515,3038,6155,1047,2171.67,1012.67,2051.67,9656,9193,1609.33,1777.29,79,19255,1
Hospital 585,Region 5,District 20,Instrument 3,0,626,0,578,0,1260,0,889,0,1026,0,684,5063,421.92,289,1260,0,626,1838,889,1710,208.67,612.67,296.33,570,2464,2599,410.67,551.29,79,22269,1
Hospital 585,Region 5,District 28,Instrument 2,3073,3177,2693,2379,3279,3270,2916,2323,3073,2672,1866,4777,35498,2958.17,2994.5,4777,1866,8943,8928,8312,9315,2981,2976,2770.67,3105,17871,17627,2978.5,2985.29,918,66312,1
Hospital 585,Region 5,District 28,Instrument 3,288,153,147,179,114,90,123,86,94,230,168,154,1826,152.17,150,288,86,588,383,303,552,196,127.67,101,184,971,855,161.83,135,918,9120,1
Hospital 585,Region 5,District 28,Instrument 4,882,845,888,723,921,1123,655,652,588,589,608,0,8474,706.17,689,1123,0,2615,2767,1895,1197,871.67,922.33,631.67,399,5382,3092,897,602.14,918,19656,1
Hospital 585,Region 5,District 28,Instrument 8,56,54,55,60,55,57,51,50,46,35,15,15,549,45.75,52.5,60,15,165,172,147,65,55,57.33,49,21.67,337,212,56.17,38.43,918,690,1
Hospital 585,Region 5,District 41,Instrument 2,674,674,644,734,624,1129,982,744,751,844,763,749,9312,776,746.5,1129,624,1992,2487,2477,2356,664,829,825.67,785.33,4479,4833,746.5,851.71,12,33804,1
Hospital 585,Region 5,District 41,Instrument 3,479,479,506,574,457,487,590,692,689,499,642,513,6607,550.58,509.5,692,457,1464,1518,1971,1654,488,506,657,551.33,2982,3625,497,587.43,12,22434,1
Hospital 587,Region 2,District 28,Instrument 5,900,688,874,655,820,812,709,746,909,749,809,0,8671,722.58,779,909,0,2462,2287,2364,1558,820.67,762.33,788,519.33,4749,3922,791.5,676.29,268,961,1
